lark,original_name,image_ark,aleph_barcode,aleph_sys_no,category,example,help,question,title
ark:/81055/vdc_100022589162.0x000002,015414447_3278_Playbills 414 0047.tif,ark:/81055/vdc_100022589161.0x000032,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3313_Playbills 414 0062.tif,ark:/81055/vdc_100022589161.0x000033,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3313_Playbills 414 0062.tif,ark:/81055/vdc_100022589161.0x000033,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3313_Playbills 414 0062.tif,ark:/81055/vdc_100022589161.0x000033,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3313_Playbills 414 0062.tif,ark:/81055/vdc_100022589161.0x000033,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3264_Playbills 414 0015.tif,ark:/81055/vdc_100022589161.0x000034,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3264_Playbills 414 0015.tif,ark:/81055/vdc_100022589161.0x000034,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3264_Playbills 414 0015.tif,ark:/81055/vdc_100022589161.0x000034,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3264_Playbills 414 0015.tif,ark:/81055/vdc_100022589161.0x000034,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3329_Playbills 414 0081.tif,ark:/81055/vdc_100022589161.0x000035,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3329_Playbills 414 0081.tif,ark:/81055/vdc_100022589161.0x000035,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3329_Playbills 414 0081.tif,ark:/81055/vdc_100022589161.0x000035,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3329_Playbills 414 0081.tif,ark:/81055/vdc_100022589161.0x000035,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3282_Playbills 414 0077.tif,ark:/81055/vdc_100022589161.0x000036,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3282_Playbills 414 0077.tif,ark:/81055/vdc_100022589161.0x000036,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3282_Playbills 414 0077.tif,ark:/81055/vdc_100022589161.0x000036,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3282_Playbills 414 0077.tif,ark:/81055/vdc_100022589161.0x000036,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3255_Playbills 414 0067.tif,ark:/81055/vdc_100022589161.0x000037,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3255_Playbills 414 0067.tif,ark:/81055/vdc_100022589161.0x000037,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3255_Playbills 414 0067.tif,ark:/81055/vdc_100022589161.0x000037,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3255_Playbills 414 0067.tif,ark:/81055/vdc_100022589161.0x000037,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3260_Playbills 414 0038.tif,ark:/81055/vdc_100022589161.0x000038,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3260_Playbills 414 0038.tif,ark:/81055/vdc_100022589161.0x000038,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3260_Playbills 414 0038.tif,ark:/81055/vdc_100022589161.0x000038,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3260_Playbills 414 0038.tif,ark:/81055/vdc_100022589161.0x000038,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3269_Playbills 414 0021.tif,ark:/81055/vdc_100022589161.0x000039,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3269_Playbills 414 0021.tif,ark:/81055/vdc_100022589161.0x000039,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3269_Playbills 414 0021.tif,ark:/81055/vdc_100022589161.0x000039,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3269_Playbills 414 0021.tif,ark:/81055/vdc_100022589161.0x000039,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3298_Playbills 414 0044.tif,ark:/81055/vdc_100022589161.0x00003a,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3298_Playbills 414 0044.tif,ark:/81055/vdc_100022589161.0x00003a,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3298_Playbills 414 0044.tif,ark:/81055/vdc_100022589161.0x00003a,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3298_Playbills 414 0044.tif,ark:/81055/vdc_100022589161.0x00003a,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3270_Playbills 414 0013.tif,ark:/81055/vdc_100022589161.0x00003b,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3270_Playbills 414 0013.tif,ark:/81055/vdc_100022589161.0x00003b,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3270_Playbills 414 0013.tif,ark:/81055/vdc_100022589161.0x00003b,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3270_Playbills 414 0013.tif,ark:/81055/vdc_100022589161.0x00003b,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3263_Playbills 414 0069.tif,ark:/81055/vdc_100022589161.0x00003c,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3263_Playbills 414 0069.tif,ark:/81055/vdc_100022589161.0x00003c,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3263_Playbills 414 0069.tif,ark:/81055/vdc_100022589161.0x00003c,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3263_Playbills 414 0069.tif,ark:/81055/vdc_100022589161.0x00003c,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3293_Playbills 414 0083.tif,ark:/81055/vdc_100022589161.0x00003d,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3293_Playbills 414 0083.tif,ark:/81055/vdc_100022589161.0x00003d,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3293_Playbills 414 0083.tif,ark:/81055/vdc_100022589161.0x00003d,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3293_Playbills 414 0083.tif,ark:/81055/vdc_100022589161.0x00003d,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3303_Playbills 414 0006.tif,ark:/81055/vdc_100022589161.0x00003e,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3303_Playbills 414 0006.tif,ark:/81055/vdc_100022589161.0x00003e,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3303_Playbills 414 0006.tif,ark:/81055/vdc_100022589161.0x00003e,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3303_Playbills 414 0006.tif,ark:/81055/vdc_100022589161.0x00003e,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3286_Playbills 414 0071.tif,ark:/81055/vdc_100022589161.0x00003f,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3286_Playbills 414 0071.tif,ark:/81055/vdc_100022589161.0x00003f,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3286_Playbills 414 0071.tif,ark:/81055/vdc_100022589161.0x00003f,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3286_Playbills 414 0071.tif,ark:/81055/vdc_100022589161.0x00003f,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3304_Playbills 414 0027.tif,ark:/81055/vdc_100022589161.0x000040,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3304_Playbills 414 0027.tif,ark:/81055/vdc_100022589161.0x000040,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3304_Playbills 414 0027.tif,ark:/81055/vdc_100022589161.0x000040,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3304_Playbills 414 0027.tif,ark:/81055/vdc_100022589161.0x000040,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3254_Playbills 414 0056.tif,ark:/81055/vdc_100022589161.0x000041,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3254_Playbills 414 0056.tif,ark:/81055/vdc_100022589161.0x000041,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3254_Playbills 414 0056.tif,ark:/81055/vdc_100022589161.0x000041,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3254_Playbills 414 0056.tif,ark:/81055/vdc_100022589161.0x000041,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3261_Playbills 414 0024.tif,ark:/81055/vdc_100022589161.0x000042,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3261_Playbills 414 0024.tif,ark:/81055/vdc_100022589161.0x000042,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3261_Playbills 414 0024.tif,ark:/81055/vdc_100022589161.0x000042,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3261_Playbills 414 0024.tif,ark:/81055/vdc_100022589161.0x000042,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3326_Playbills 414 0012.tif,ark:/81055/vdc_100022589161.0x000043,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3326_Playbills 414 0012.tif,ark:/81055/vdc_100022589161.0x000043,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3326_Playbills 414 0012.tif,ark:/81055/vdc_100022589161.0x000043,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
