lark,original_name,image_ark,aleph_barcode,aleph_sys_no,category,example,help,question,title
ark:/81055/vdc_100022589162.0x000002,015414447_3314_Playbills 414 0066.tif,ark:/81055/vdc_100022589161.0x000010,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3268_Playbills 414 0058.tif,ark:/81055/vdc_100022589161.0x000011,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3268_Playbills 414 0058.tif,ark:/81055/vdc_100022589161.0x000011,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3268_Playbills 414 0058.tif,ark:/81055/vdc_100022589161.0x000011,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3268_Playbills 414 0058.tif,ark:/81055/vdc_100022589161.0x000011,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3288_Playbills 414 0022.tif,ark:/81055/vdc_100022589161.0x000012,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3288_Playbills 414 0022.tif,ark:/81055/vdc_100022589161.0x000012,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3288_Playbills 414 0022.tif,ark:/81055/vdc_100022589161.0x000012,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3288_Playbills 414 0022.tif,ark:/81055/vdc_100022589161.0x000012,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3324_Playbills 414 0026.tif,ark:/81055/vdc_100022589161.0x000013,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3324_Playbills 414 0026.tif,ark:/81055/vdc_100022589161.0x000013,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3324_Playbills 414 0026.tif,ark:/81055/vdc_100022589161.0x000013,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3324_Playbills 414 0026.tif,ark:/81055/vdc_100022589161.0x000013,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3296_Playbills 414 0042.tif,ark:/81055/vdc_100022589161.0x000014,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3296_Playbills 414 0042.tif,ark:/81055/vdc_100022589161.0x000014,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3296_Playbills 414 0042.tif,ark:/81055/vdc_100022589161.0x000014,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3296_Playbills 414 0042.tif,ark:/81055/vdc_100022589161.0x000014,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3308_Playbills 414 0061.tif,ark:/81055/vdc_100022589161.0x000015,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3308_Playbills 414 0061.tif,ark:/81055/vdc_100022589161.0x000015,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3308_Playbills 414 0061.tif,ark:/81055/vdc_100022589161.0x000015,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3308_Playbills 414 0061.tif,ark:/81055/vdc_100022589161.0x000015,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3289_Playbills 414 0025.tif,ark:/81055/vdc_100022589161.0x000016,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3289_Playbills 414 0025.tif,ark:/81055/vdc_100022589161.0x000016,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3289_Playbills 414 0025.tif,ark:/81055/vdc_100022589161.0x000016,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3289_Playbills 414 0025.tif,ark:/81055/vdc_100022589161.0x000016,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3328_Playbills 414 0080.tif,ark:/81055/vdc_100022589161.0x000017,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3328_Playbills 414 0080.tif,ark:/81055/vdc_100022589161.0x000017,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3328_Playbills 414 0080.tif,ark:/81055/vdc_100022589161.0x000017,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3328_Playbills 414 0080.tif,ark:/81055/vdc_100022589161.0x000017,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3253_Playbills 414 0029.tif,ark:/81055/vdc_100022589161.0x000018,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3253_Playbills 414 0029.tif,ark:/81055/vdc_100022589161.0x000018,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3253_Playbills 414 0029.tif,ark:/81055/vdc_100022589161.0x000018,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3253_Playbills 414 0029.tif,ark:/81055/vdc_100022589161.0x000018,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3262_Playbills 414 0043.tif,ark:/81055/vdc_100022589161.0x000019,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3262_Playbills 414 0043.tif,ark:/81055/vdc_100022589161.0x000019,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3262_Playbills 414 0043.tif,ark:/81055/vdc_100022589161.0x000019,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3262_Playbills 414 0043.tif,ark:/81055/vdc_100022589161.0x000019,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3259_Playbills 414 0046.tif,ark:/81055/vdc_100022589161.0x00001a,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3259_Playbills 414 0046.tif,ark:/81055/vdc_100022589161.0x00001a,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3259_Playbills 414 0046.tif,ark:/81055/vdc_100022589161.0x00001a,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3259_Playbills 414 0046.tif,ark:/81055/vdc_100022589161.0x00001a,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3302_Playbills 414 0008.tif,ark:/81055/vdc_100022589161.0x00001b,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3302_Playbills 414 0008.tif,ark:/81055/vdc_100022589161.0x00001b,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3302_Playbills 414 0008.tif,ark:/81055/vdc_100022589161.0x00001b,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3302_Playbills 414 0008.tif,ark:/81055/vdc_100022589161.0x00001b,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3279_Playbills 414 0078.tif,ark:/81055/vdc_100022589161.0x00001c,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3279_Playbills 414 0078.tif,ark:/81055/vdc_100022589161.0x00001c,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3279_Playbills 414 0078.tif,ark:/81055/vdc_100022589161.0x00001c,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3279_Playbills 414 0078.tif,ark:/81055/vdc_100022589161.0x00001c,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3312_Playbills 414 0032.tif,ark:/81055/vdc_100022589161.0x00001d,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3312_Playbills 414 0032.tif,ark:/81055/vdc_100022589161.0x00001d,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3312_Playbills 414 0032.tif,ark:/81055/vdc_100022589161.0x00001d,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3312_Playbills 414 0032.tif,ark:/81055/vdc_100022589161.0x00001d,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3310_Playbills 414 0037.tif,ark:/81055/vdc_100022589161.0x00001e,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3310_Playbills 414 0037.tif,ark:/81055/vdc_100022589161.0x00001e,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3310_Playbills 414 0037.tif,ark:/81055/vdc_100022589161.0x00001e,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3310_Playbills 414 0037.tif,ark:/81055/vdc_100022589161.0x00001e,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3307_Playbills 414 0072.tif,ark:/81055/vdc_100022589161.0x00001f,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3307_Playbills 414 0072.tif,ark:/81055/vdc_100022589161.0x00001f,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3307_Playbills 414 0072.tif,ark:/81055/vdc_100022589161.0x00001f,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3307_Playbills 414 0072.tif,ark:/81055/vdc_100022589161.0x00001f,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3321_Playbills 414 0036.tif,ark:/81055/vdc_100022589161.0x000020,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3321_Playbills 414 0036.tif,ark:/81055/vdc_100022589161.0x000020,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3321_Playbills 414 0036.tif,ark:/81055/vdc_100022589161.0x000020,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
ark:/81055/vdc_100022589162.0x000002,015414447_3321_Playbills 414 0036.tif,ark:/81055/vdc_100022589161.0x000020,VDC_100022589162.0X000001,016661411,dates,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/1150,170,1050,100/300,/0/default.jpg",Each playbill usually gives details on or more plays being performed on a particular date. Dates for any plays being shown on following days can be ignored.,"Draw a rectangle around the dates of this play, if shown.",Dates
ark:/81055/vdc_100022589162.0x000002,015414447_3311_Playbills 414 0041.tif,ark:/81055/vdc_100022589161.0x000021,VDC_100022589162.0X000001,016661411,play,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000060/300,2720,2000,900/300,/0/default.jpg","Multiple plays were often performed on the same day, a rectangle should be drawn around each. Any upcoming plays that are mentioned can be ignored.",Draw a rectangle around each play being performed.,Play
ark:/81055/vdc_100022589162.0x000002,015414447_3311_Playbills 414 0041.tif,ark:/81055/vdc_100022589161.0x000021,VDC_100022589162.0X000001,016661411,title,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/600,800,1750,280/300,/0/default.jpg","Along with the main performance additional plays were often be performed on the same day, a rectangle should be drawn around the title for each of these.",Draw a rectangle around each title (and subtitle) listed.,Title
ark:/81055/vdc_100022589162.0x000002,015414447_3311_Playbills 414 0041.tif,ark:/81055/vdc_100022589161.0x000021,VDC_100022589162.0X000001,016661411,actor_and_role,"https://api.bl.uk/image/iiif/ark:/81055/vdc_100022588702.0x000059/900,1310,1200,80/300,/0/default.jpg",A single rectangle should be drawn around around each actor and role.,Draw a rectangle around each actor and role listed.,Actor and Role
